OBJECTID,ID,NAME,STATE,STATUS,COUNTRY,LATITUDE,LONGITUDE,WELLIDNO,API,PERMITNO,OPERATOR,PRODTYPE,FIELD,COMPDATE,ID_LINK,GlobalID
822,SW48000822,PILONCILLO,TX,ACTIVE WELL,USA,28.20488862,-99.45343984,41645,4247941645D1,730569,"SN OPERATING, LLC",UNKNOWN,BRISCOE RANCH (EAGLEFORD),2012/05/20 00:00:00+00,W480487615,{E129193D-3877-432A-BC4A-085FA49AE989}
823,SW48000823,BERDOLL,TX,ACTIVE WELL,USA,28.44236577,-99.89003486,32940,4212732940DW,378370,"VIRTEX OPERATING COMPANY, INC.",UNKNOWN,PEARSALL (AUSTIN CHALK),,W480477591,{F4E6840B-F21C-4D93-BE90-76588E49666F}
824,SW48000824,STUMBERG RANCH,TX,ACTIVE WELL,USA,28.40110429,-99.65580396,32986,4212732986D2,384760,"TEXOKAN OPERATING, INC.",UNKNOWN,CATARINA MAG (AUSTIN CHALK),,W480477586,{86C606EF-B9C8-48C8-ABCD-6E8F0F7C30B1}
825,SW48000825,MOORE-BUSH UNIT,TX,ACTIVE WELL,USA,28.58705219,-99.66174335,32962,4212732962D2,381423,WCS OIL & GAS CORPORATION,UNKNOWN,PEARSALL (AUSTIN CHALK),,W480477544,{83B24A86-0E15-4EEA-B021-10E94B1C51CE}
826,SW48000826,MATTHEW,TX,ACTIVE WELL,USA,29.14219024,-97.01354762,31864,4212331864D1,555215,EL PASO PRODUCTION OIL & GAS CO.,UNKNOWN,NOT AVAILABLE,,W480477462,{178BA5AA-A5B7-4BB5-9062-FC6F0B43ECC8}
827,SW48000827,WHITFIELD,TX,ACTIVE WELL,USA,28.84317993,-97.60230023,31920,4212331920D2,690166,"WYNN-CROSBY OPERATING, LTD.",UNKNOWN,NOT AVAILABLE,,W480477507,{CCD4B6A1-74BB-4601-971E-0F18AF482C87}
828,SW48000828,SEIDEL UNIT A,TX,ACTIVE WELL,USA,29.11438391,-97.50956914,33307,4212333307D1,769995,BURLINGTON RESOURCES O & G CO LP,UNKNOWN,DE WITT (EAGLE FORD SHALE),,W480477478,{5E840ADA-E007-4E22-8B2D-DC34BB8DB770}
829,SW48000829,FRIAR-THOMAS G. U. #2,TX,ACTIVE WELL,USA,29.0761147,-97.14136864,31751,4212331751D1,476978,"D AND J OPERATING, LLC",UNKNOWN,"FRIAR RANCH, S. (CONSOLIDATED)",,W480477477,{F6072399-8141-420B-8623-34893D261278}
830,SW48000830,NOT AVAILABLE,TX,ACTIVE WELL,USA,29.02603179,-97.51169672,30905,4212330905D1,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480477469,{3CFFBE6A-B048-4D01-9B0E-57CEEB5D2864}
831,SW48000831,STEWART-ENIS UNIT,TX,ACTIVE WELL,USA,33.2516736,-97.30757494,33134,4212133134D1,640207,BURLINGTON RESOURCES O & G CO LP,UNKNOWN,"NEWARK, EAST (BARNETT SHALE)",2007/09/06 00:00:00+00,W480480322,{45456886-E4BF-4F5F-B55D-2E74E25C07BD}
832,SW48000832,"PORTER, HINTON",TX,ACTIVE WELL,USA,33.18267777,-97.31570557,32291,4212132291D1,544242,BURLINGTON RESOURCES O & G CO LP,UNKNOWN,"NEWARK, EAST (BARNETT SHALE)",2005/01/06 00:00:00+00,W480480434,{44F7B465-E0DE-425B-82F6-D1D66D929886}
833,SW48000833,"MERRITT, MARCIA",TX,ACTIVE WELL,USA,33.16353253,-97.39073465,30630,4212130630D1,546120,AETHON ENERGY OPERATING LLC,UNKNOWN,"NEWARK, EAST (BARNETT SHALE)",2004/09/22 00:00:00+00,W480480428,{2CB37D52-476C-43A9-A9D4-CCB4EB175574}
834,SW48000834,BUCKLEY C,TX,ACTIVE WELL,USA,33.24750441,-97.28270299,33040,4212133040DW,632136,BURLINGTON RESOURCES O & G CO LP,UNKNOWN,"NEWARK, EAST (BARNETT SHALE)",2007/04/13 00:00:00+00,W480480359,{96CC0B6C-FA65-4593-BE0D-FA12FCB0B67B}
835,SW48000835,LAU,TX,ACTIVE WELL,USA,33.02195648,-97.34234878,31678,4212131678D1,555017,"DEVON ENERGY PRODUCTION CO, L.P.",UNKNOWN,NOT AVAILABLE,,W480480465,{696F8CCC-3DD3-4F1B-B57E-5053CE1A5896}
836,SW48000836,CHRISTINE (SPRABERRY) UNIT,TX,ACTIVE WELL,USA,32.63160874,-101.73802568,33131,4211533131D1,554558,LEGACY RESERVES OPERATING LP,UNKNOWN,"ACKERLY, NORTH SPRABERRY",,W480478123,{0DF311BD-B338-4827-B357-E830D8383DFF}
837,SW48000837,PERRY '47',TX,ACTIVE WELL,USA,32.5535177,-101.72412731,33672,4211533672DW,786541,"E.G.L. RESOURCES, INC.",UNKNOWN,"ACKERLY, NORTH (CANYON 9166)",,W480478129,{7A57E399-D074-471C-8469-3B93AF1B1BFC}
838,SW48000838,"ARCHER, J. ETAL",TX,ACTIVE WELL,USA,32.55299242,-101.75028229,00316,4211500316DW,-999,CONTINENTAL OIL COMPANY,UNKNOWN,ACKERLY (DEAN SAND),,W480478130,{E13E1689-7B60-44B1-82CB-A256DE0446B7}
839,SW48000839,RIDGE UPPER CLEARFORK UNIT,TX,ACTIVE WELL,USA,33.49925633,-101.4832413,31144,4210731144D1,683944,"SHERIDAN PRODUCTION COMPANY, LLC",UNKNOWN,HOOPLE (CLEAR FORK),2009/10/05 00:00:00+00,W480480158,{AB257FE0-8772-41E6-8244-1B116C82AAF7}
840,SW48000840,CADDELL,TX,ACTIVE WELL,USA,33.48975531,-101.39741001,32054,4210732054D1,813437,SCHUEPBACH ENERGY WEST TEXAS LLC,UNKNOWN,WILDCAT,2016/03/22 00:00:00+00,W480480163,{5B650EEF-29CA-4261-8D2D-DA4CF9B1C388}
841,SW48000841,SIMPSON CANYON 2043 UNIT,TX,ACTIVE WELL,USA,30.98447322,-101.91041287,39840,4210539840D1,665148,"MLC OPERATING, LP",UNKNOWN,NOT AVAILABLE,,W480481303,{394D6C8A-4657-4F81-AA77-2D58CA73169A}
842,SW48000842,"ONYX ""A""",TX,ACTIVE WELL,USA,30.89063301,-101.85441917,39935,4210539935D1,678759,"MLC OPERATING, LP",UNKNOWN,NOT AVAILABLE,,W480481316,{DE999EE7-9C8B-46C5-8319-2CF853AFD8AD}
843,SW48000843,SOUTH CROSS UNIT,TX,ACTIVE WELL,USA,31.07231121,-102.29007202,39723,4210539723DW,604256,OCCIDENTAL PERMIAN LTD.,UNKNOWN,"CROSSETT, S. (DETRITAL)",2014/06/09 00:00:00+00,W480481279,{51B40F73-442A-4BEB-BF03-678E2F74327D}
844,SW48000844,HARRIS,TX,ACTIVE WELL,USA,31.01466868,-101.67093172,41227,4210541227DW,741546,QEP ENERGY COMPANY,UNKNOWN,ESCONDIDO (FUSSELMAN),2011/03/24 00:00:00+00,W480481270,{E19FE647-1B52-424A-935E-E18DB483C0CF}
845,SW48000845,"KINCAID, A. R. TRUST",TX,ACTIVE WELL,USA,30.66394438,-101.19934426,38363,4210538363DW,623730,CHEVRON U. S. A. INC.,UNKNOWN,HELBING (CLEARFORK),2006/09/27 00:00:00+00,W480481408,{2E0F61EC-AF4D-4798-98FA-803C8923F360}
846,SW48000846,WEST,TX,ACTIVE WELL,USA,30.90304555,-101.1781937,41287,4210541287D1,716686,APPROACH OPERATING LLC,UNKNOWN,HOLT RANCH (CONSOLIDATED),2011/06/23 00:00:00+00,W480481291,{15C51E73-D6E5-4F5C-850C-D5CAA30245AD}
847,SW48000847,"ZIPP RANCH ""34""",TX,ACTIVE WELL,USA,30.49556755,-101.51350129,37453,4210537453D1,455102,"EPIC PERMIAN OPERATING, LLC",UNKNOWN,OZONA (CANYON SAND),1997/03/08 00:00:00+00,W480481369,{BB200710-C9AE-406F-AF9F-49BEE2E41556}
848,SW48000848,"BAGGETT ""2""",TX,ACTIVE WELL,USA,30.53379547,-101.19070929,37717,4210537717D1,519080,"ENERVEST OPERATING, L.L.C.",UNKNOWN,BAGGETT (CLEAR FORK),2002/04/29 00:00:00+00,W480481357,{BA2A7919-974C-410B-9B84-7F83641D89E7}
849,SW48000849,"MCKNIGHT, M. B.",TX,ACTIVE WELL,USA,31.54904409,-102.65458446,35798,4210335798D1,710540,"DEVON ENERGY PRODUCTION CO, L.P.",UNKNOWN,SAND HILLS (TUBB),2011/05/19 00:00:00+00,W480480196,{6F805488-40ED-4CCE-A58A-F7C779BD6ECE}
850,SW48000850,HUDSPETH,TX,ACTIVE WELL,USA,33.53025932,-97.47871447,33834,4209733834D1,815138,"EOG RESOURCES, INC.",UNKNOWN,NOT AVAILABLE,,W480474053,{346E97E9-A614-4E4E-983C-420A9305716C}
851,SW48000851,DOZER,TX,ACTIVE WELL,USA,33.58111059,-97.48474098,34186,4209734186D2,804412,"EOG RESOURCES, INC.",UNKNOWN,NOT AVAILABLE,,W480474043,{C079E279-F56F-4E9A-9B2B-FBEA3AB3AECE}
852,SW48000852,MATHIS UNIT,TX,ACTIVE WELL,USA,33.56675539,-97.47519355,34314,4209734314D1,804532,"EOG RESOURCES, INC.",UNKNOWN,NOT AVAILABLE,,W480474050,{D5AF8DB4-06C5-4A02-A14D-95A2053E55A7}
853,SW48000853,TOWER,TX,ACTIVE WELL,USA,33.43576056,-97.48538825,33631,4209733631D1,535920,BORDERLINE OPERATING CORP.,UNKNOWN,"NEWARK, EAST (BARNETT SHALE)",2003/12/31 00:00:00+00,W480474075,{F46CB89F-19B3-4DE2-AADE-093416BF53C0}
854,SW48000854,COLUMBUS FIELD UNIT,TX,ACTIVE WELL,USA,29.73765492,-96.58021308,31213,4208931213D1,700353,"DEVON ENERGY PRODUCTION CO, L.P.",UNKNOWN,NOT AVAILABLE,,W480471290,{BE84D018-74DE-440A-89B7-E91CD714E4A0}
855,SW48000855,COCHRAN,TX,ACTIVE WELL,USA,29.4082341,-96.5782163,32546,4208932546D2,801640,"CANTERA OPERATING, LLC",UNKNOWN,NOT AVAILABLE,,W480471346,{F378ADBD-9B76-4284-829C-4C1FCA0F7026}
856,SW48000856,JAMESON REEF UNIT,TX,ACTIVE WELL,USA,32.00748097,-100.7196368,31055,4208131055DW,722482,"SHERIDAN PRODUCTION COMPANY, LLC",UNKNOWN,JAMESON,2011/08/16 00:00:00+00,W480474416,{68C85B6E-5593-4082-BEA8-A9035EFA99F6}
857,SW48000857,"O'BRIEN, J.C.",TX,ACTIVE WELL,USA,33.66335814,-102.93721516,32441,4207932441D1,653733,SATANTA OIL COMPANY,UNKNOWN,"BLEDSOE, NE. (FUSSELMAN)",2013/04/04 00:00:00+00,W480474467,{FEDECD2E-E246-4135-A27B-E7D21D4D7D10}
858,SW48000858,CHILES G U B-1,TX,ACTIVE WELL,USA,32.10625243,-95.15580972,31498,4207331498D2,792868,VALENCE OPERATING COMPANY,UNKNOWN,TROUP (TRAVIS PEAK),2015/04/11 00:00:00+00,W480474517,{6353D2A3-FFA5-4B26-9D48-6BD8B9C3F38F}
859,SW48000859,JARVIS,TX,ACTIVE WELL,USA,32.10097589,-95.20994934,31357,4207331357D2,818145,WAGNER OIL COMPANY,UNKNOWN,PERCY WHEELER (PETTIT),2016/09/08 00:00:00+00,W480474499,{4156C80D-899F-44C6-B6C1-55BCCAC90A50}
860,SW48000860,BRADFORD-WILSON,TX,ACTIVE WELL,USA,31.75255782,-95.06869152,30572,4207330572D1,802691,SABINE OIL & GAS CORPORATION,UNKNOWN,NOT AVAILABLE,,W480474538,{FFB8A0B4-35DC-49EF-90C3-1999C8A9666B}
861,SW48000861,KIRBY PET. CO. -B-,TX,ACTIVE WELL,USA,29.85548681,-94.88564452,00308,4207100308D1,824933,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472521,{4A31EA3A-7C99-4182-9B3D-691C02B4E86F}
862,SW48000862,KIRBY PET. CO. -B-,TX,ACTIVE WELL,USA,29.85599571,-94.88719779,31069,4207131069D2,826644,TORRENT OIL LLC,UNKNOWN,NOT AVAILABLE,,W480472018,{4613708A-7751-4D5E-8EC6-C064A3B53797}
863,SW48000863,KIRBY PET. CO. -B-,TX,ACTIVE WELL,USA,29.85553331,-94.88706076,30801,4207130801D1,694236,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472360,{C5B55982-AC66-45F0-8974-42877CACAD81}
864,SW48000864,NASH,TX,ACTIVE WELL,USA,29.85714609,-94.94976536,32425,4207132425D2,725133,"BALLARD EXPLORATION COMPANY,INC.",UNKNOWN,"CEDAR BAYOU (YEGUA 13,000)",,W480472332,{5419DD40-3187-4FF4-B466-EDB9AE3CA01A}
865,SW48000865,KIRBY PET. CO. -C-,TX,ACTIVE WELL,USA,29.85394753,-94.88535791,00350,4207100350D1,-999,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472380,{822D3B80-ACB4-420A-9DB7-BD1C7E87BE58}
866,SW48000866,KIRBY PET. CO. 15 AC.,TX,ACTIVE WELL,USA,29.85350613,-94.88429508,00349,4207100349D1,695432,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472379,{EEA2A1C7-24B0-45A5-B5C3-96EF02B307BF}
867,SW48000867,"BIGGS, ET AL",TX,ACTIVE WELL,USA,29.84402769,-94.6374499,32379,4207132379D2,724963,"LAPIS OPERATING, INC.",UNKNOWN,NOT AVAILABLE,,W480472245,{5D66C0FB-DB08-4A9C-A050-C8B9653FCD6C}
868,SW48000868,"BIGGS, ET AL",TX,ACTIVE WELL,USA,29.8436008,-94.63686198,32379,4207132379DW,724963,"LAPIS OPERATING, INC.",UNKNOWN,NOT AVAILABLE,,W480472245,{05A321D9-3917-4C9B-AA64-55EF145C5DBE}
869,SW48000869,KIRBY PET. CO. 15 AC.,TX,ACTIVE WELL,USA,29.85290686,-94.88464859,00380,4207100380D1,748022,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472419,{1BA4839C-9353-470F-A628-0E0D538024A8}
870,SW48000870,"WILBURN, J.F. ""B""",TX,ACTIVE WELL,USA,29.84131171,-94.88431218,00468,4207100468D2,-999,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472336,{CC4BCF77-BE18-422E-BF09-14D2AF232378}
871,SW48000871,"MILLER, A. L. ""B""",TX,ACTIVE WELL,USA,29.77018887,-94.81385824,00982,4207100982D1,-999,FINA OIL & CHEMICAL COMPANY,UNKNOWN,ALLIGATOR BAYOU (14-D),,W480472213,{BA01745C-5068-4B80-94A5-5263188ADB41}
872,SW48000872,KIRBY PET. CO. -B-,TX,ACTIVE WELL,USA,29.85139018,-94.88284104,00416,4207100416D1,680641,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472472,{9A156841-68C9-4EE5-BD56-6E9B8D751BB7}
873,SW48000873,HIGGINS,TX,ACTIVE WELL,USA,29.83924029,-94.88540382,00601,4207100601D3,747896,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472384,{E661AF39-05E3-480C-B33A-BE37DC24C365}
874,SW48000874,HIGGINS,TX,ACTIVE WELL,USA,29.83922959,-94.88539402,00601,4207100601D2,747896,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472384,{D176DC6A-AE3B-4AE4-8E6C-1BAEFE9DDF06}
875,SW48000875,HIGGINS,TX,ACTIVE WELL,USA,29.8391355,-94.88537281,31451,4207131451D2,705130,"ERG RESOURCES, L.L.C.",UNKNOWN,NOT AVAILABLE,,W480472381,{577D5DDF-F06F-4D38-A9E0-1DC93C2B935F}
876,SW48000876,HIGGINS,TX,ACTIVE WELL,USA,29.8390377,-94.88534471,00585,4207100585D1,-999,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472385,{184B58AA-49C8-4D7A-8EE3-1A5BC27622F9}
877,SW48000877,"WILBURN ""E""",TX,ACTIVE WELL,USA,29.84916314,-94.88226932,80808,4207180808DW,-999,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472507,{13C637D1-2195-4052-9D58-DB44EFA72D5A}
878,SW48000878,"WILBURN ""C"" #10",TX,ACTIVE WELL,USA,29.84910376,-94.88351866,00426,4207100426D1,651378,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472506,{BC42C13B-44FE-4D85-8195-491DB6D8A58E}
879,SW48000879,"WILBURN ""C"" #9",TX,ACTIVE WELL,USA,29.84865527,-94.88342016,00420,4207100420D1,-999,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472499,{C617EB47-E9D2-428D-AF23-2593769F2EE0}
880,SW48000880,"WILBURN ""E""",TX,ACTIVE WELL,USA,29.84858227,-94.88307405,00429,4207100429D1,-999,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472504,{775F5E46-D6A0-4AB9-B036-37E19BD4D552}
881,SW48000881,HIGGINS,TX,ACTIVE WELL,USA,29.83743047,-94.88691456,00604,4207100604D1,747830,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472420,{2BE76B77-816C-41AB-87B5-6FF610255B9E}
882,SW48000882,HIGGINS,TX,ACTIVE WELL,USA,29.83726467,-94.88642665,31882,4207131882D2,744526,"LINC GULF COAST PETROLEUM, INC.",UNKNOWN,NOT AVAILABLE,,W480472454,{9531114A-072F-445A-9BA1-14AAD0011EE6}
883,SW48000883,"WILBURN ""C"" #9",TX,ACTIVE WELL,USA,29.84833489,-94.88366986,00420,4207100420D2,-999,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472499,{2A700E26-FA5F-4732-9A9C-77E5C917B1B2}
884,SW48000884,"WILBURN ""D""",TX,ACTIVE WELL,USA,29.8480444,-94.88371076,32287,4207132287D1,712458,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472193,{80F949CE-5E7E-4531-89E2-B976779A7675}
885,SW48000885,"WILBURN ""E""",TX,ACTIVE WELL,USA,29.84799429,-94.88321325,80808,4207180808D1,-999,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472507,{B40FAE38-9371-4102-9282-BFD626F7F920}
886,SW48000886,"WILBURN, J. -A-",TX,ACTIVE WELL,USA,29.84644943,-94.88274964,31205,4207131205DW,703039,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472221,{73122140-BF4B-4DE8-862B-0C2CF3BAF15E}
887,SW48000887,CHAMBERS COUNTY AGR. CO.,TX,ACTIVE WELL,USA,29.83491357,-94.8882219,32515,4207132515D1,766702,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472476,{53C700A9-625C-427C-BB81-B72C00C69227}
888,SW48000888,GULF FEE /MONONGAHELA/,TX,ACTIVE WELL,USA,29.85999336,-94.89386215,00267,4207100267D2,-999,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472282,{462E62BB-9CA9-4100-957D-61D87E96C3A4}
889,SW48000889,"WILBURN, J.",TX,ACTIVE WELL,USA,29.84583464,-94.88204242,30804,4207130804D1,696934,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472223,{BABE4DB1-18A4-4647-BD7E-F738AC7D6053}
890,SW48000890,MCCARTHY FAMILY TRUST 97,TX,ACTIVE WELL,USA,29.73571906,-94.39623246,32311,4207132311D1,723774,"C & E OPERATING, INC.",UNKNOWN,SEABREEZE (PIERCE),,W480472038,{6F332772-BD68-4992-BF36-14A7E576E8B9}
891,SW48000891,SEABREEZE LAND COMPANY,TX,ACTIVE WELL,USA,29.72032976,-94.39317576,32110,4207132110D2,488725,"SAWTOOTH OPERATING CO., INC.",UNKNOWN,WILDCAT,,W480472049,{117E4039-2E0F-456C-BF54-0C0E6E6E72B6}
892,SW48000892,STATE TRACT 118,TX,ACTIVE WELL,USA,29.64008681,-94.93478447,32523,4207132523D1,769585,TORRENT OIL LLC,UNKNOWN,CEDAR POINT (UPPER FRIO),,W480470791,{F4C658EE-61BD-4F32-B59B-633439B8F41B}
893,SW48000893,STATE TRACT 118,TX,ACTIVE WELL,USA,29.63785767,-94.92514623,32574,4207132574D2,809660,TORRENT OIL LLC,UNKNOWN,CEDAR POINT (MIOCENE),,W480470802,{87316161-E12A-4D0A-8E70-35A8FF0B1012}
894,SW48000894,STATE TRACT 126 A,TX,ACTIVE WELL,USA,29.6350152,-94.94996446,31127,4207131127D2,664246,"ERG RESOURCES, L.L.C.",UNKNOWN,NOT AVAILABLE,,W480470820,{8E327270-D355-499F-AC15-E896E81E0E83}
895,SW48000895,"FROST, J. M. UNIT",TX,ACTIVE WELL,USA,29.74895118,-94.42657434,32240,4207132240D1,558895,"SAWTOOTH OPERATING CO., INC.",UNKNOWN,FIG RIDGE (UVIGERINA SAND),,W480472112,{5B891051-839E-460D-936C-1671A0CB44EF}
896,SW48000896,STATE TRACT 6-7A,TX,ACTIVE WELL,USA,29.68962185,-94.78993514,32327,4207132327D3,804576,GALVESTON BAY OPERATING CO LLC,UNKNOWN,PERELANDRA (FRIO 13),,W480470760,{B7C885C9-7169-48F7-9620-B1411AF09937}
897,SW48000897,STATE TRACT 6-7A,TX,ACTIVE WELL,USA,29.68900017,-94.79072576,32327,4207132327D2,804576,GALVESTON BAY OPERATING CO LLC,UNKNOWN,PERELANDRA (FRIO 13),,W480470760,{3FD68D02-5240-4D33-855D-4B15CF8F586B}
898,SW48000898,ATKINSON ISLAND UNIT,TX,ACTIVE WELL,USA,29.63347487,-94.95574045,32587,4207132587D2,807080,TORRENT OIL LLC,UNKNOWN,ATKINSON ISLAND (CONS.),,W480470822,{16D5BEA8-7D9A-4C23-ABF3-5D0756AF733E}
899,SW48000899,ATKINSON ISLAND UNIT,TX,ACTIVE WELL,USA,29.62771923,-94.95172859,31959,4207131959D2,387726,TORRENT OIL LLC,UNKNOWN,ATKINSON ISLAND (CONS.),,W480470823,{97ED0755-E5C0-41C2-A1DE-19ACA38550C2}
900,SW48000900,"HANKAMER, I. J. ET UX",TX,ACTIVE WELL,USA,29.86833863,-94.59599725,01327,4207101327D1,-999,HOME PETROLEUM CORP.,UNKNOWN,"HANKAMER, SOUTH (UF-2)",,W480472204,{DEC8F1E1-6C36-4432-8D7C-42E388A12594}
901,SW48000901,"MIDDLETON, A. D. A/C 1",TX,ACTIVE WELL,USA,29.76523886,-94.55821604,31391,4207131391D2,604378,TEXAS PETROLEUM INVESTMENT CO.,UNKNOWN,NOT AVAILABLE,,W480472184,{6540B552-4F0F-43DD-804F-9FADC9B71A8E}
902,SW48000902,BROUSSARD - HEBERT A/C 1,TX,ACTIVE WELL,USA,29.76367981,-94.55634958,31708,4207131708D1,604382,TEXAS PETROLEUM INVESTMENT CO.,UNKNOWN,NOT AVAILABLE,,W480472206,{845CC5DC-720B-48EF-B4A9-6EB6C0ACA78F}
903,SW48000903,STATE TRACT 206,TX,ACTIVE WELL,USA,29.59329338,-94.88911268,31530,4207131530D1,551041,LAYTON ENERGY INC.,UNKNOWN,"RED FISH REEF, NORTH (FRIO 7920",,W480470886,{91E7BDA8-713C-4EC1-8A0D-4EA632C9B13B}
904,SW48000904,STATE TRACT 205,TX,ACTIVE WELL,USA,29.58748011,-94.89219746,31449,4207131449D1,548025,LAYTON ENERGY INC.,UNKNOWN,"RED FISH REEF, N (F1C 7960 FB A)",,W480470892,{B23C70E8-0FEE-431B-9A6E-1B6116BC25CF}
905,SW48000905,STATE TRACT 205,TX,ACTIVE WELL,USA,29.58675212,-94.89186175,31422,4207131422D1,533163,LAYTON ENERGY INC.,UNKNOWN,"RED FISH REEF, N. (F2 7980 FB A)",,W480470891,{FD3079D6-FDB6-44CF-8BC6-42521957080E}
906,SW48000906,STATE TRACT 100 UNIT,TX,ACTIVE WELL,USA,29.6155515,-94.84902322,32369,4207132369D2,695471,DAVIS PETROLEUM CORP.,UNKNOWN,NOT AVAILABLE,,W480470955,{F9BD0733-6F16-408B-9F31-05BBC7813F6B}
907,SW48000907,RFR TRACT 246,TX,ACTIVE WELL,USA,29.53057589,-94.84957698,31220,4207131220DW,622868,"MASTERS OIL & GAS, LLC",UNKNOWN,NOT AVAILABLE,,W480470868,{B9A7F2AE-602B-4C5D-B6A2-1522DB2096AE}
908,SW48000908,KIRBY PET. CO. -B-,TX,ACTIVE WELL,USA,29.85573154,-94.88518571,00308,4207100308D2,824933,TORRENT OIL LLC,UNKNOWN,BARBERS HILL,,W480472521,{DAFBB933-56E6-437E-A6B7-24ED952C2CFF}
909,SW48000909,KIRBY PET. CO. -B-,TX,ACTIVE WELL,USA,29.85708882,-94.88637467,31069,4207131069D3,826644,TORRENT OIL LLC,UNKNOWN,NOT AVAILABLE,,W480472018,{7BCD4724-99A4-4EB4-9D2A-1536726D0124}
910,SW48000910,FINCH FAMILY TRUST GU,TX,ACTIVE WELL,USA,29.78609767,-94.3737656,32579,4207132579D2,834341,HILCORP ENERGY COMPANY,UNKNOWN,NOT AVAILABLE,,W480472533,{02A59E13-BC93-4B21-AE05-704C9BA2021D}
911,SW48000911,GROGAN,TX,ACTIVE WELL,USA,32.94472116,-94.06306981,30674,4206730674D1,669363,"UPTEX OPERATING, L.P.",UNKNOWN,NOT AVAILABLE,,W480474586,{F9C67A7B-287E-4C05-A885-AB07F716D1E2}
912,SW48000912,"DEAHL, G. W.",TX,ACTIVE WELL,USA,35.5274562,-101.56007599,01068,4206501068D1,730582,SCOUT ENERGY MANAGEMENT LLC,UNKNOWN,"PANHANDLE, WEST",2012/01/29 00:00:00+00,W480474597,{E92D40B6-F4C5-437D-8128-06924878D4F7}
913,SW48000913,STATE TRACT 726,TX,ACTIVE WELL,USA,26.13683745,-97.28606995,30500,4206130500D2,467121,"CONTRACT ENERGY, L.L.C.",UNKNOWN,HOLLY BEACH (9200),,W480472693,{51D2FB0E-EE06-448F-9038-86BF3F319B54}
914,SW48000914,STATE TRACT 726,TX,ACTIVE WELL,USA,26.13761094,-97.28421137,30500,4206130500D3,467121,"CONTRACT ENERGY, L.L.C.",UNKNOWN,HOLLY BEACH (9200),,W480472693,{B096ACD3-D44B-4179-A50C-4B268D793050}
915,SW48000915,"TRAYLOR, MAUDE A",TX,ACTIVE WELL,USA,28.61750238,-96.50293563,31733,4205731733D1,660922,"REMORA OPERATING, LLC",UNKNOWN,"MAUDE B. TRAYLOR (F-41-61, DEEP)",,W480472563,{EFE1DC4F-57A8-447B-9DD8-B2E96F983ADF}
916,SW48000916,STATE TRACT 150-1,TX,ACTIVE WELL,USA,28.57673343,-96.3669344,31600,4205731600D2,672829,"SONTERRA OPERATING, INC.",UNKNOWN,MATAGORDA BAY (BOL MEX),,W480476039,{664A7AB6-B983-4921-84BA-14C7ED91861F}
917,SW48000917,"SULLIVAN DEEP ""D""",TX,ACTIVE WELL,USA,27.19895018,-98.01440261,32203,4204732203D2,730208,BLUEFIN RESOURCES LLC,UNKNOWN,ANN MAG (VICKSBURG CONS.),,W480471424,{11D6E782-7A7B-4196-BC17-621B7C52AE3B}
918,SW48000918,PEREZ-ALANIZ DEEP,TX,ACTIVE WELL,USA,27.18726203,-98.04936805,31911,4204731911D1,819186,BLUEFIN RESOURCES LLC,UNKNOWN,ANN MAG (VICKSBURG CONS.),,W480471531,{3F1085C8-E923-401E-BEA5-C117FF631131}
919,SW48000919,DAWSON STATE,TX,ACTIVE WELL,USA,27.14018972,-98.03249304,31926,4204731926D1,628160,MERIT ENERGY COMPANY,UNKNOWN,TRIPLE CROWNE (VICKSBURG),,W480471399,{4A15453B-F8DD-4126-80E5-CDF16EC055F9}
920,SW48000920,PALMER STATE 348,TX,ACTIVE WELL,USA,27.13967129,-98.05980337,31890,4204731890D1,814722,MERIT ENERGY COMPANY,UNKNOWN,MARIPOSA (C11-N6 CONS. GAS),,W480471402,{C8F80BFA-6253-4726-BAF8-9FBF04CA8EAE}
