OBJECTID,ID,NAME,STATE,STATUS,COUNTRY,LATITUDE,LONGITUDE,WELLIDNO,API,PERMITNO,OPERATOR,PRODTYPE,FIELD,COMPDATE,ID_LINK,GlobalID
298,SW48000298,STATE TRACT 349,TX,ACTIVE WELL,USA,27.81664548,-97.15482257,32571,4235532571D1,557023,CINCO NATURAL RESOURCES CORP.,UNKNOWN,RED FISH BAY (ZONE 6),,W480486920,{0563C0E6-0049-4C96-AC41-425630DAF0A6}
299,SW48000299,STATE TRACT 392,TX,ACTIVE WELL,USA,27.81423079,-97.14517344,06219,4235506219D1,-999,SHELL OIL COMPANY,UNKNOWN,RED FISH BAY (ZONE 56),,W480486921,{65788317-34DE-45EC-B52E-B971329827C2}
300,SW48000300,STATE TRACT 25,TX,ACTIVE WELL,USA,27.86222594,-97.32719419,31855,4240931855D2,220872,"SULPHUR RIVER EXPLORATION, INC.",UNKNOWN,"PORTLAND, S. (MORRIS)",2003/02/20 00:00:00+00,W480493398,{DD939443-5A0F-40E6-8C50-20D967AE73BA}
301,SW48000301,TSL 32973/ TR 55 /,TX,ACTIVE WELL,USA,27.78785867,-97.32892213,33440,4235533440D1,545494,"WHITE MARLIN OPERATING CO, LLC",UNKNOWN,"CORPUS CHRISTI, E. (D-1)",,W480486966,{86626654-3CF5-4D10-9F62-EAD90735B859}
302,SW48000302,CODY,TX,ACTIVE WELL,USA,27.75650364,-97.54395589,33635,4235533635D1,817394,"CANYON CREEK ENERGY TEXAS, LLC",UNKNOWN,NOT AVAILABLE,,W480487228,{79BDB06B-40B7-478A-84B8-C5F9A2C76CC9}
303,SW48000303,STATE TRACT 975,TX,ACTIVE WELL,USA,27.86528655,-97.46713145,32994,4240932994D2,757514,"MEGO RESOURCES, LLC",UNKNOWN,"WHITE POINT, EAST (8750)",2014/06/27 00:00:00+00,W480493365,{D70A7BB4-9FA6-4AB5-8223-E76718F6178C}
304,SW48000304,NUECES BAY STATE TRACT 688,TX,ACTIVE WELL,USA,27.85828054,-97.46151115,32916,4240932916D2,686184,"EOG RESOURCES, INC.",UNKNOWN,NUECES BAY DEEP CONSOLIDATED,2012/05/24 00:00:00+00,W480493364,{54CCFE41-3BA4-47FD-BAB3-718D3E049AFC}
305,SW48000305,PETERSON-NUSS UNIT,TX,ACTIVE WELL,USA,27.76715123,-97.48417309,32900,4235532900D1,-999,PROLINE ENERGY RESOURCES INC,UNKNOWN,"CORPUS CHRISTI, W (CONSOLIDATED)",,W480487127,{84FAED46-DE14-452E-A6D1-024224CBB65B}
306,SW48000306,"LEVY ""A""",TX,ACTIVE WELL,USA,27.8274596,-97.82346793,33874,4235533874D1,716620,B.P. PRODUCTIONS INC.,UNKNOWN,AGUA DULCE (CONSOLIDATED FRIO),,W480487245,{29AE2CCD-CB16-4F75-9DC6-57C65985FA58}
307,SW48000307,STATE TRACT 706 GU,TX,ACTIVE WELL,USA,27.84264875,-97.44403697,34066,4235534066D2,751389,"EOG RESOURCES, INC.",UNKNOWN,NUECES BAY (11220),,W480487103,{D7493EC6-0370-4101-BE2D-E59B73FA9DEB}
308,SW48000308,MCCANN,TX,ACTIVE WELL,USA,27.58956256,-97.59289918,33551,4235533551DW,681986,"KRC OPERATING, LLC",UNKNOWN,LUBY ( 7050),,W480487163,{82F05C12-2264-4C01-A052-D812665D690B}
309,SW48000309,CHAPMAN RANCH -B-,TX,ACTIVE WELL,USA,27.6216032,-97.50157694,31153,4235531153D1,446,"URBAN OIL & GAS GROUP, LLC",UNKNOWN,MOBIL-DAVID (HOWELL HIGHT),,W480487178,{EFEEA566-CD21-4F4C-A7C5-011BEA60AA66}
310,SW48000310,CHAPMAN,TX,ACTIVE WELL,USA,27.61916114,-97.55933861,33555,4235533555D1,619675,VENTEX OPERATING CORP.,UNKNOWN,"ARNOLD-DAVID, NORTH (LAURELES)",,W480487136,{6EBC427A-0086-4B8E-8684-739687A4D372}
311,SW48000311,NOT AVAILABLE,TX,ACTIVE WELL,USA,27.56713433,-97.1923011,30209,4260230209D1,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480496894,{7DC30126-4D35-484D-A343-467A75CEC8C3}
312,SW48000312,EAST FLOUR BLUFF DEEP G. U.,TX,ACTIVE WELL,USA,27.65445225,-97.26862154,32939,4235532939D2,543637,"TEXAS CRUDE ENERGY, INC.",UNKNOWN,NOT AVAILABLE,,W480487232,{CF7B7B17-BF0E-40F1-BD1B-45FCDD21542B}
313,SW48000313,"DEAL, JACK GAS UNIT",TX,ACTIVE WELL,USA,27.72173295,-97.55101431,32656,4235532656D1,551162,FORTUNE RESOURCES LLC,UNKNOWN,SHIELD (LOWER VICKSBURG),,W480487211,{2ADA1E21-656B-4887-A604-0E30420943E0}
314,SW48000314,"SIMPSON, JUNE SHALLOW GU",TX,ACTIVE WELL,USA,27.71544412,-97.56148805,33694,4235533694D1,555888,"EOG RESOURCES, INC.",UNKNOWN,SHIELD (AB),,W480487218,{3A6F995B-7E96-4932-9704-DD3053F5D649}
315,SW48000315,CHAPMAN RANCH,TX,ACTIVE WELL,USA,27.62831697,-97.51473235,33902,4235533902DW,716283,"DECKER OPERATING CO., L.L.C.",UNKNOWN,CHAPMAN RANCH (CATAHOULA CONS.),,W480487190,{FCE76F26-10BC-45ED-A0F3-D942AB48D434}
316,SW48000316,"CHAPMAN RANCH ""A""",TX,ACTIVE WELL,USA,27.62757232,-97.51180102,33101,4235533101D1,624182,"DECKER OPERATING CO., L.L.C.",UNKNOWN,MOBIL-DAVID (HOWELL HIGHT),,W480487193,{3811DB6D-C13F-4FFA-9BB9-3D039342FEDB}
317,SW48000317,NOT AVAILABLE,TX,ACTIVE WELL,USA,27.732425,-97.0777712,30254,4270230254D2,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480496934,{2F286E59-0046-4BC4-8733-465ADE917A7F}
318,SW48000318,NOT AVAILABLE,TX,ACTIVE WELL,USA,27.70918136,-97.09063369,30172,4260230172D1,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480496945,{C3AD8F2F-3433-4DAB-8AF1-D720C559A47C}
319,SW48000319,"CHAPMAN RANCH ""B""",TX,ACTIVE WELL,USA,27.64241684,-97.50070426,33520,4235533520D2,670694,"DECKER OPERATING CO., L.L.C.",UNKNOWN,NOT AVAILABLE,,W480487287,{FC6B5698-916D-49D5-9450-BA0EA8E0D0C9}
320,SW48000320,"CHAPMAN RANCH ""B""",TX,ACTIVE WELL,USA,27.63855398,-97.50117258,33520,4235533520D1,670694,"DECKER OPERATING CO., L.L.C.",UNKNOWN,NOT AVAILABLE,,W480487287,{58BF007F-FECD-4141-827D-08F167FA9F0A}
321,SW48000321,STATE TRACT 788 GU,TX,ACTIVE WELL,USA,27.85508535,-97.37363911,33948,4235533948D2,773161,"EOG RESOURCES, INC.",UNKNOWN,INDIAN POINT (CHEYENNE),,W480487101,{34852BC2-1DD0-4AEF-BB65-FC219F9CA42C}
322,SW48000322,NOLAN COUNTY UNIT,TX,ACTIVE WELL,USA,32.48287815,-100.41820453,33126,4235333126DW,691973,"CHOLLA PETROLEUM, INC.",UNKNOWN,SWEETWATER (CANYON SAND),,W480489237,{21D75910-A547-4691-B297-72CC6DE104D5}
323,SW48000323,BLACK STONE MINERALS COMPANY,TX,ACTIVE WELL,USA,30.51706718,-93.71706663,30911,4235130911D2,808456,"TRI-C RESOURCES, LLC",UNKNOWN,"CLAY POINT, SOUTH (WILCOX)",2016/07/22 00:00:00+00,W480491955,{398724CB-2911-4E8D-9709-265B92523A7A}
324,SW48000324,FUNCHESS,TX,ACTIVE WELL,USA,30.24578363,-93.85176138,30792,4235130792D2,624145,XTO ENERGY INC.,UNKNOWN,LONG PRAIRIE (12300),2010/10/14 00:00:00+00,W480492002,{17C0081E-84EF-48B3-93F2-74FB78823542}
325,SW48000325,NICHOLAS,TX,ACTIVE WELL,USA,30.25697002,-93.79005754,30831,4235130831D1,686566,HILCORP ENERGY COMPANY,UNKNOWN,"HARTBURG, S.E. (YEGUA CONS.)",2013/01/27 00:00:00+00,W480492007,{7C361616-A5E4-44C4-9B5C-9B006C9557F3}
326,SW48000326,"SLOAN ""D""",TX,ACTIVE WELL,USA,32.14833497,-96.32042031,34226,4234934226H2,558809,O'RYAN OIL AND GAS,UNKNOWN,BIG R (SMACKOVER),,W480488878,{56CF1090-2A69-43A8-A420-22E013B2A5F9}
327,SW48000327,"SLOAN ""D""",TX,ACTIVE WELL,USA,32.14825587,-96.32036401,34226,4234934226H1,558809,O'RYAN OIL AND GAS,UNKNOWN,BIG R (SMACKOVER),,W480488878,{9B3BE5CB-2FC7-4737-A194-D54D17660176}
328,SW48000328,"SLOAN ""D""",TX,ACTIVE WELL,USA,32.14708782,-96.32142434,34226,4234934226D1,558809,O'RYAN OIL AND GAS,UNKNOWN,BIG R (SMACKOVER),,W480488878,{C83F7E74-CF72-4285-8B9C-06C03489271B}
329,SW48000329,PAINTED HORSE,TX,ACTIVE WELL,USA,31.60383361,-94.37419972,32007,4234732007D2,556824,SONERRA RESOURCES CORPORATION,UNKNOWN,KENDRICK (JAMES),,W480489097,{31069C64-8359-4272-A08B-96437299F4E6}
330,SW48000330,SNEED C,TX,ACTIVE WELL,USA,35.69220165,-101.83856392,00631,4234100631D1,743062,"BRAVO NATURAL GAS, LLC",UNKNOWN,NOT AVAILABLE,,W480489124,{560EA3F5-7127-447C-BEC3-1653AF874EAC}
331,SW48000331,SNEED C,TX,ACTIVE WELL,USA,35.69065471,-101.82412228,00631,4234100631D2,743062,"BRAVO NATURAL GAS, LLC",UNKNOWN,NOT AVAILABLE,,W480489124,{1DFCE0D9-47BC-4379-99A5-A470FB4D2E38}
332,SW48000332,NEILD,TX,ACTIVE WELL,USA,35.6969878,-101.93141432,32388,4234132388D1,449568,SCOUT ENERGY MANAGEMENT LLC,UNKNOWN,"PANHANDLE, WEST",,W480489116,{B1C4B3F7-6FDF-4ED3-9E04-EECA26247810}
333,SW48000333,"HOOPER, FANNIE 'A'",TX,ACTIVE WELL,USA,30.28419064,-95.37670058,00278,4233900278D1,509424,WHEELER OPERATING CORPORATION,UNKNOWN,NOT AVAILABLE,,W480491802,{30D8562F-DB3C-462E-A8E6-E14BE81063C2}
334,SW48000334,LAKE CREEK UNIT,TX,ACTIVE WELL,USA,30.23151458,-95.64839154,30932,4233930932D2,463960,"DEVON ENERGY PRODUCTION CO, L.P.",UNKNOWN,LAKE CREEK (WILCOX CONSOLIDATED),1997/08/12 00:00:00+00,W480491891,{CA42FBAC-FA9E-43EA-8101-6B0D73E04573}
335,SW48000335,KEYSTONE MILLS CO.,TX,ACTIVE WELL,USA,30.22334508,-95.36614683,30964,4233930964D1,482008,EXXON MOBIL CORPORATION,UNKNOWN,"CONROE, S. (WILCOX 25-10,300)",1999/06/09 00:00:00+00,W480491852,{CD4AF03C-5541-4141-8970-D1B9E555A1BF}
336,SW48000336,MCCOMB,TX,ACTIVE WELL,USA,30.25346978,-95.35588697,31098,4233931098DW,691671,"DENBURY ONSHORE, LLC",UNKNOWN,WILDCAT,2010/05/03 00:00:00+00,W480491794,{FF454773-9019-4322-BF0D-E961476E129B}
337,SW48000337,MAXWELL UNIT #2,TX,ACTIVE WELL,USA,33.67786609,-97.62634241,32770,4233732770D1,382300,FELDERHOFF PRODUCTION COMPANY,UNKNOWN,BLUE MOUND (CONGL.),1990/11/09 00:00:00+00,W480489912,{D1ACBCAF-1266-4325-BD21-1E7692A4DD3D}
338,SW48000338,RON CHEEK UNIT,TX,ACTIVE WELL,USA,33.64851017,-97.56933954,33909,4233733909D2,804199,"EOG RESOURCES, INC.",UNKNOWN,NOT AVAILABLE,,W480489913,{661FF568-7CE4-4A54-985B-C069566DF17C}
339,SW48000339,J. A. WOODS,TX,ACTIVE WELL,USA,33.57630702,-97.61440865,34004,4233734004D1,655712,"EOG RESOURCES, INC.",UNKNOWN,"NEWARK, EAST (BARNETT SHALE)",2008/10/30 00:00:00+00,W480489943,{B1EC31CB-0CB6-4E94-938C-08AE40904E29}
340,SW48000340,KIRKWOOD UNIT,TX,ACTIVE WELL,USA,33.60465992,-97.75648771,35261,4233735261D2,791464,"EOG RESOURCES, INC.",UNKNOWN,LAC (CONGLOMERATE),2014/10/20 00:00:00+00,W480489931,{1031BDB0-E7F1-478B-B3A1-B46A4183045B}
341,SW48000341,PARK UNIT,TX,ACTIVE WELL,USA,33.53152381,-97.51217191,33963,4233733963D1,763005,"EOG RESOURCES, INC.",UNKNOWN,DYE CREEK (CONGLOMERATE),2012/12/22 00:00:00+00,W480489928,{29799A74-6575-4DA2-95CA-6ECC74051EFA}
342,SW48000342,PARK UNIT,TX,ACTIVE WELL,USA,33.5299516,-97.51005924,33961,4233733961D1,792410,"EOG RESOURCES, INC.",UNKNOWN,ARIES (CADDO),2014/12/30 00:00:00+00,W480489929,{20F103A2-85A6-4473-82E9-D94F64B11DCF}
343,SW48000343,PEMBROKE C UNIT,TX,ACTIVE WELL,USA,33.61417964,-97.67635903,34125,4233734125D2,805025,"EOG RESOURCES, INC.",UNKNOWN,KENNEDY (CONGL. LOWER),2015/06/20 00:00:00+00,W480489945,{F582B3E0-BDF4-4A76-886F-C0C71ABEF075}
344,SW48000344,TALBOT UNIT,TX,ACTIVE WELL,USA,33.55967801,-97.79828747,34613,4233734613D2,804861,"EOG RESOURCES, INC.",UNKNOWN,NOT AVAILABLE,,W480489953,{FD6480A3-02B4-44F3-AF32-4AA1055B237D}
345,SW48000345,GREY REEF UNIT NO. 1,TX,ACTIVE WELL,USA,30.76341722,-96.6265325,33522,4233133522D2,497767,"TREADSTONE ENERGY PRTNR OP, LLC",UNKNOWN,WILDCAT,2000/12/20 00:00:00+00,W480489955,{910E08A0-34C6-44E2-949E-99CCFCE47192}
346,SW48000346,"FEE ""AZ""",TX,ACTIVE WELL,USA,32.0207176,-102.27927654,37322,4232937322D1,716380,"FASKEN OIL AND RANCH, LTD.",UNKNOWN,SPRABERRY (TREND AREA),2013/08/06 00:00:00+00,W480489827,{3AEF9078-E121-46A9-A034-F06698C09165}
347,SW48000347,"PRICE, CURTIS",TX,ACTIVE WELL,USA,32.02612102,-101.9421391,01964,4232901964D1,-999,WTG EXPLORATION,UNKNOWN,AZALEA (DEVONIAN),1977/03/01 00:00:00+00,W480489825,{B2634E84-E91D-4C33-B219-E23D834138EC}
348,SW48000348,ST,TX,ACTIVE WELL,USA,31.96070862,-102.21658232,36345,4232936345D1,683372,DIAMONDBACK E&P LLC,UNKNOWN,SPRABERRY (TREND AREA),2009/10/28 00:00:00+00,W480489858,{BAC7A2F3-4832-4C5E-B42D-99DCB5B78621}
349,SW48000349,"""SV"" WINDHAM",TX,ACTIVE WELL,USA,31.75900459,-102.12621774,33812,4232933812D1,679627,"SE USA OPERATING, INC.",UNKNOWN,NOT AVAILABLE,,W480489765,{A4384CFC-A9A1-4F7C-99F5-4A9504712120}
350,SW48000350,POOL A,TX,ACTIVE WELL,USA,31.7913619,-102.28428275,40196,4213540196H2,792129,OXY USA WTP LP,UNKNOWN,NOT AVAILABLE,,W480480183,{E024B9B7-5BAA-4528-BE94-CBBF29B24DBB}
351,SW48000351,HEADLEE DEVONIAN UNIT,TX,ACTIVE WELL,USA,31.86801249,-102.2798553,02011,4232902011D1,-999,FOUR STAR OIL & GAS COMPANY,UNKNOWN,HEADLEE (DEVONIAN),1958/05/21 00:00:00+00,W480489828,{D246C656-918E-4224-9224-322FB1B7E1E3}
352,SW48000352,COMANCHE RANCH,TX,ACTIVE WELL,USA,28.59879668,-100.17268091,33460,4232333460D1,793790,"CMR ENERGY, L.P.",UNKNOWN,COMANCHE-HALSELL (6500),,W480487342,{4D7FF067-5FD5-4606-95A2-307DF865332C}
353,SW48000353,NOT AVAILABLE,TX,ACTIVE WELL,USA,29.0770153,-95.95958125,00364,4232100364DW,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480487537,{32C2133B-AB42-4503-95D6-60EEEB715400}
354,SW48000354,SISK 40 ACRES,TX,ACTIVE WELL,USA,29.0049799,-96.14862762,00281,4232100281D1,-999,"BOMCO USA, INC.",UNKNOWN,MARKHAM,,W480487547,{00049DA3-637C-4FC8-9B5E-8E86747DD8ED}
355,SW48000355,HEFFELFINGER B,TX,ACTIVE WELL,USA,28.89883576,-96.18902807,32324,4232132324DW,791079,TEXEGY OPERATING COMPANY LLC,UNKNOWN,TIDEHAVEN (8450),,W480487422,{03F5EFFA-BAB7-43CD-8357-6F7F5065EC9A}
356,SW48000356,"HUEBNER, PAULINE",TX,ACTIVE WELL,USA,28.91611725,-95.94230002,31948,4232131948D2,769605,"CARRIZO OIL & GAS, INC.",UNKNOWN,"HUEBNER ( 9,960 S.)",,W480487377,{56D56D8F-9E04-4F24-B704-9CB2DACB2BA7}
357,SW48000357,"HUEBNER, PAULINE A-382",TX,ACTIVE WELL,USA,28.91228565,-95.94062237,31945,4232131945D2,545350,"CARRIZO OIL & GAS, INC.",UNKNOWN,NOT AVAILABLE,,W480487376,{6FD2C388-2A50-4946-BB96-65D3A8DD28C8}
358,SW48000358,J. O. OLSON ET AL,TX,ACTIVE WELL,USA,28.95264921,-95.80625467,30929,4232130929D1,762563,HILCORP ENERGY COMPANY,UNKNOWN,NOT AVAILABLE,,W480487404,{18D52578-6759-4945-8EB3-D0AB2719C17C}
359,SW48000359,"WOLF, LOUIS B",TX,ACTIVE WELL,USA,28.93719973,-96.0237267,31258,4232131258D1,447145,"LINDENMUTH & ASSOCIATES, INC.",UNKNOWN,NOT AVAILABLE,,W480487403,{1947C05C-140B-4D58-A65F-3A697C1F9AEA}
360,SW48000360,RUNNELLS GAS UNIT 1,TX,ACTIVE WELL,USA,28.8377935,-96.08142574,32153,4232132153DW,682085,"ARCADIA OPERATING, LLC",UNKNOWN,DUNCAN SLOUGH (FRIO CONS.),,W480487456,{40CF98FA-740B-49F3-9BBC-240D00D46AED}
361,SW48000361,"CORNELIUS, L.",TX,ACTIVE WELL,USA,28.86541661,-95.89464174,30948,4232130948D1,615330,BLUEFIN RESOURCES LLC,UNKNOWN,"WADSWORTH, S. (SAVAGE 10,100)",,W480487482,{E75E923E-357A-4E96-8DB9-86F088497DF1}
362,SW48000362,RIO RANCH,TX,ACTIVE WELL,USA,28.8512605,-95.99137476,32288,4232132288D1,710475,"PETRODOME OPERATING, LLC",UNKNOWN,BIG BOGGY CREEK (TM5),,W480487491,{D846ABBA-7023-430E-98A1-1613E29788C1}
363,SW48000363,GOODALL-DOSS GAS UNIT NO. 1,TX,ACTIVE WELL,USA,28.83248999,-95.9183184,31970,4232131970D2,806232,HILCORP ENERGY COMPANY,UNKNOWN,"WADSWORTH, S. (TEX-MISS A)",,W480487494,{F1B382D7-2ECA-4845-A536-E2835E6082B1}
364,SW48000364,PETRUCHA,TX,ACTIVE WELL,USA,28.831132,-95.99357271,31993,4232131993D1,657362,"ALLTEX EXPLORATION, INC.",UNKNOWN,NOT AVAILABLE,,W480487498,{D8156CBF-B073-41F5-AB69-8C91AB0341A1}
365,SW48000365,TERRY-POESSEL GAS UNIT,TX,ACTIVE WELL,USA,28.85803703,-96.20750556,31935,4232131935D1,559410,"ARCADIA OPERATING, LLC",UNKNOWN,"TIDEHAVEN ( 9,500 FRIO)",,W480487602,{38BB15EC-E46A-42A8-9A0D-E706B6BDFB45}
366,SW48000366,NOT AVAILABLE,TX,ACTIVE WELL,USA,28.55206788,-95.80680674,00029,4270400029D2,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480486739,{2022B00E-8448-49A6-B50D-C2A896B762AF}
367,SW48000367,MAD ISLAND UNIT NO. 1,TX,ACTIVE WELL,USA,28.65363739,-96.02089855,32017,4232132017D2,724752,CASKIDS OPERATING COMPANY,UNKNOWN,MAD ISLAND (LOWER FRIO),,W480487578,{25E6AF39-2545-43EB-ACB1-7C6BFAE0B78D}
368,SW48000368,NOT AVAILABLE,TX,ACTIVE WELL,USA,28.71096845,-95.53592907,30335,4270430335D2,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480486874,{5EA13CC3-93CE-4172-BF5D-E3AB74327DEB}
369,SW48000369,STATE TRACT 109,TX,ACTIVE WELL,USA,28.68487707,-96.2667408,32119,4232132119D2,813071,"HEMCO DEVELOPMENT, LLC",UNKNOWN,"SILVER LAKE (11,700)",,W480487564,{8E090DE5-AE0B-4024-8C20-817F855AF5BE}
370,SW48000370,NOT AVAILABLE,TX,ACTIVE WELL,USA,28.4613693,-95.92457155,30313,4270430313D3,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480486799,{4DED1EE8-BB18-4BEC-AE7A-DB93B382FAFC}
371,SW48000371,NOT AVAILABLE,TX,ACTIVE WELL,USA,28.45643477,-95.92461733,30313,4270430313D2,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480486799,{DDCA3851-4ECE-43D6-B6D0-D0D429DD9292}
372,SW48000372,NOT AVAILABLE,TX,ACTIVE WELL,USA,28.42764912,-96.04602438,00032,4270300032D2,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480486834,{285EF93A-85A3-40BE-AFE1-355E0CE9654F}
373,SW48000373,NOT AVAILABLE,TX,ACTIVE WELL,USA,28.39178732,-96.08140375,30340,4270330340D1,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480486830,{302039D8-48EE-47B2-9EE8-ECC577F32E57}
374,SW48000374,ANDERSON-THOMPSON,TX,ACTIVE WELL,USA,28.96219923,-95.97814733,32383,4232132383DW,799197,"MAGNUM PRODUCING, LP",UNKNOWN,WILDCAT,,W480487356,{AB9909A1-2D2F-4AB2-A447-6B02FE72973E}
375,SW48000375,BURDINE HEIRS,TX,ACTIVE WELL,USA,32.50535098,-101.7125764,00059,4231700059D1,436215,RMB OPERATING LLC,UNKNOWN,JACK BLACK (CISCO),1995/07/17 00:00:00+00,W480489575,{F1C8724D-1091-43BD-9EC8-490AE4EEA8F5}
376,SW48000376,"WOLCOTT ""B""",TX,ACTIVE WELL,USA,32.41308661,-102.05632788,31560,4231731560D1,-999,R K PETROLEUM CORP.,UNKNOWN,ANCHOR RANCH (DEVONIAN),,W480489578,{1BA8873D-F91F-4E9A-B3C5-48DBBD653937}
377,SW48000377,MABEE RANCH -318-,TX,ACTIVE WELL,USA,32.35029816,-102.13434472,34719,4231734719D1,790637,ENCANA OIL & GAS(USA) INC.,UNKNOWN,SPRABERRY (TREND AREA),2007/09/12 00:00:00+00,W480489589,{5843E91B-3156-4A51-85BD-CEE7CBAFF70B}
378,SW48000378,MABEE RANCH -318-,TX,ACTIVE WELL,USA,32.34940601,-102.13366906,34719,4231734719DW,790637,ENCANA OIL & GAS(USA) INC.,UNKNOWN,SPRABERRY (TREND AREA),2007/09/12 00:00:00+00,W480489589,{14466032-8829-4815-8D78-A19DDA8CE55A}
379,SW48000379,JOYCE UNIT,TX,ACTIVE WELL,USA,31.05723736,-95.65584928,30805,4231330805D1,788186,"PARDUS OIL & GAS OPERATING, LP",UNKNOWN,"FORT TRINIDAD, EAST (BUDA)",,W480489151,{D0DC653B-509D-4989-B715-54E1C5A2CE0E}
380,SW48000380,SU LING,TX,ACTIVE WELL,USA,31.02953816,-95.8706799,31058,4231331058DW,806235,"PARDUS OIL & GAS OPERATING, LP",UNKNOWN,BSR (SUB-CLARKSVILLE),,W480489179,{BA940E45-D8C6-41F8-90F0-7C9132A5E99C}
381,SW48000381,LONG HOLLOW,TX,ACTIVE WELL,USA,30.93425328,-96.19984477,30935,4231330935H2,762818,VESS OIL CORPORATION,UNKNOWN,"MADISONVILLE, W. (WOODBINE -A-)",,W480489130,{3DC6B603-0BE5-47A8-A524-A802BE3283CD}
382,SW48000382,SCHOLZ ET AL,TX,ACTIVE WELL,USA,30.99239261,-95.87355263,31323,4231331323D1,814670,WHEELER OPERATING CORPORATION,UNKNOWN,NOT AVAILABLE,,W480489129,{44D9858C-F837-424D-9C63-0467E394A4DC}
383,SW48000383,CLOUSER DRUGS,TX,ACTIVE WELL,USA,30.97335701,-95.8061144,30628,4231330628D1,512761,CAN-TEX ENERGY CORP.,UNKNOWN,NOT AVAILABLE,,W480489135,{CA3FF363-4735-4137-AA34-5644A3D3D811}
384,SW48000384,LONG HOLLOW,TX,ACTIVE WELL,USA,30.93426982,-96.17999222,30935,4231330935D3,762818,VESS OIL CORPORATION,UNKNOWN,"MADISONVILLE, W. (WOODBINE -A-)",,W480489130,{91F34D69-69AC-4B4D-A473-6BED2054320D}
385,SW48000385,"RISER, J. G.",TX,ACTIVE WELL,USA,28.24512472,-98.33527297,32172,4229732172D1,87598,"HAWKINS, H. L., JR.",UNKNOWN,NOT AVAILABLE,,W480476557,{F19A0EB3-44AA-494A-A08C-955724B28647}
386,SW48000386,BRACKEN ET AL,TX,ACTIVE WELL,USA,28.43348154,-98.48550928,31770,4231131770D1,418753,"EL DORADO GAS & OIL, INC.",UNKNOWN,A.W.P. (OLMOS),,W480487037,{9F0BBD57-F202-4B90-AF01-71BC050EBAC5}
387,SW48000387,LINDHOLM - HANSON GAS UNIT,TX,ACTIVE WELL,USA,28.11120085,-98.35780532,33776,4231133776DW,614085,"U.S. ENERCORP, LTD.",UNKNOWN,NOT AVAILABLE,,W480487067,{B6F7D1DD-3F0B-40C3-B8E3-64BE3AE2E4B8}
388,SW48000388,SCOTT FOUNDATION 59 GAS UNIT,TX,ACTIVE WELL,USA,28.10312495,-98.43765638,32663,4231132663D1,544066,"COLUMBUS ENERGY, LLC",UNKNOWN,BONNE TERRE (10600),,W480487073,{9D3CA398-B650-46DA-A2F8-C6DB8E420E1E}
389,SW48000389,HERZOG,TX,ACTIVE WELL,USA,33.32959252,-101.74114106,30476,4230530476D1,667204,SHENANDOAH PETROLEUM CORPORATION,UNKNOWN,"WILSON, WEST (ELLENBURGER)",2008/10/29 00:00:00+00,W480490255,{A7B38AE5-DAA7-4BA3-8812-7B63370969D6}
390,SW48000390,ZERO,TX,ACTIVE WELL,USA,33.2441756,-102.06582277,30520,4230530520D1,731509,SMITH ENERGY OPERATING COMPANY,UNKNOWN,"MOUND LAKE, E. (FUSSELMAN)",2012/05/07 00:00:00+00,W480490257,{B860071D-E3FA-4516-98B3-6CCD94C692FA}
391,SW48000391,GILLS 15,TX,ACTIVE WELL,USA,31.8229149,-103.3575532,31512,4230131512D1,684626,ANADARKO E&P ONSHORE LLC,UNKNOWN,HALEY (LWR. WOLFCAMP-PENN CONS.),2010/03/12 00:00:00+00,W480489872,{A837B689-C3BE-4E2F-9D09-38DDC301C26F}
392,SW48000392,UNIVERSITY 19-22,TX,ACTIVE WELL,USA,31.66453361,-103.37807165,31374,4230131374D1,669075,SHELL WESTERN E&P,UNKNOWN,HALEY (LWR. WOLFCAMP-PENN CONS.),2009/03/21 00:00:00+00,W480489877,{05925CD4-AD3C-44A2-8716-44F6D1BE156B}
393,SW48000393,WALSH & WATTS '83',TX,ACTIVE WELL,USA,31.70823353,-103.60401508,31385,4230131385D1,642369,OXY USA INC.,UNKNOWN,RED BLUFF (CONSOLIDATED),2012/02/03 00:00:00+00,W480489875,{9F1AF3EC-9FBD-4469-BEC5-B746694EF9E3}
394,SW48000394,EL PASO STATE,TX,ACTIVE WELL,USA,31.66016442,-103.53785306,30019,4230130019D1,-999,FOREST OIL CORPORATION,UNKNOWN,VERMEJO (ELLENBURGER),,W480489878,{D4C52D2E-7ABA-41D9-BE4F-39AFA5068014}
